Topic,Day,QuizID,QuestionNumber,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Explanation
Algebra,25,ALG-25,1,Which expression is the standard form of a linear equation?,x^2 + bx + c = 0,y = mx + b,a/b = c,ax + b = 0,D,A linear equation can be written in the form ax + b = 0 with real constants a and b.
Algebra,25,ALG-25,2,"If a = b, which property allows you to add the same number c to both sides?",Substitution,Division property,Addition property of equality,Multiplication property,C,We can add the same quantity to both sides of an equation without changing the equality.
Algebra,25,ALG-25,3,"Does the relation {(2,5),(2,6),(3,7)} represent a function?","Yes, because outputs are distinct","No, because input 2 maps to two outputs","No, because of duplicate outputs","Yes, each input has one output",B,A function assigns exactly one output to each input; input 2 has two outputs.
Algebra,26,ALG-26,1,What is the slope of a vertical line?,Depends on the line,0,Undefined,1,C,"A vertical line has no horizontal change, so its slope is undefined."
Algebra,26,ALG-26,2,What is the domain of the function f(x) = 2x + 5?,x >= -5,All real numbers,x != 0,x > 0,B,Linear functions are defined for all real numbers.
Algebra,26,ALG-26,3,Which property allows dividing both sides of an equation by the same non-zero number?,Division property of equality,Subtraction property,Addition property,Multiplication property,A,The division property of equality states that we can divide both sides by the same non-zero number.
Algebra,27,ALG-27,1,What is the slope of a vertical line?,Undefined,1,Depends on the line,0,A,"A vertical line has no horizontal change, so its slope is undefined."
Algebra,27,ALG-27,2,What is the domain of the function f(x) = 2x + 5?,x != 0,x >= -5,All real numbers,x > 0,C,Linear functions are defined for all real numbers.
Algebra,27,ALG-27,3,Which property allows dividing both sides of an equation by the same non-zero number?,Multiplication property,Addition property,Division property of equality,Subtraction property,C,The division property of equality states that we can divide both sides by the same non-zero number.
Algebra,28,ALG-28,1,What is the slope of a vertical line?,Depends on the line,1,0,Undefined,D,"A vertical line has no horizontal change, so its slope is undefined."
Algebra,28,ALG-28,2,What is the domain of the function f(x) = 2x + 5?,x > 0,x != 0,All real numbers,x >= -5,C,Linear functions are defined for all real numbers.
Algebra,28,ALG-28,3,Which property allows dividing both sides of an equation by the same non-zero number?,Addition property,Subtraction property,Multiplication property,Division property of equality,D,The division property of equality states that we can divide both sides by the same non-zero number.
Algebra,29,ALG-29,1,What is the slope of a vertical line?,Undefined,Depends on the line,0,1,A,"A vertical line has no horizontal change, so its slope is undefined."
Algebra,29,ALG-29,2,What is the domain of the function f(x) = 2x + 5?,x != 0,All real numbers,x >= -5,x > 0,B,Linear functions are defined for all real numbers.
Algebra,29,ALG-29,3,Which property allows dividing both sides of an equation by the same non-zero number?,Addition property,Subtraction property,Division property of equality,Multiplication property,C,The division property of equality states that we can divide both sides by the same non-zero number.
Algebra,30,ALG-30,1,What is the slope of a vertical line?,1,0,Depends on the line,Undefined,D,"A vertical line has no horizontal change, so its slope is undefined."
Algebra,30,ALG-30,2,What is the domain of the function f(x) = 2x + 5?,x > 0,x != 0,x >= -5,All real numbers,D,Linear functions are defined for all real numbers.
Algebra,30,ALG-30,3,Which property allows dividing both sides of an equation by the same non-zero number?,Division property of equality,Subtraction property,Multiplication property,Addition property,A,The division property of equality states that we can divide both sides by the same non-zero number.
Geometry,1,GEO-01,1,"In a triangle, if two angles measure 36 degrees and 33 degrees, what is the measure of the third angle?",106 degrees,116 degrees,90 degrees,111 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,1,GEO-01,2,"In a triangle, if two angles measure 65 degrees and 60 degrees, what is the measure of the third angle?",90 degrees,60 degrees,50 degrees,55 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,1,GEO-01,3,"In a triangle, if two angles measure 65 degrees and 69 degrees, what is the measure of the third angle?",51 degrees,90 degrees,46 degrees,41 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,2,GEO-02,1,"In a triangle, if two angles measure 61 degrees and 60 degrees, what is the measure of the third angle?",64 degrees,59 degrees,54 degrees,90 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,2,GEO-02,2,"In a triangle, if two angles measure 61 degrees and 65 degrees, what is the measure of the third angle?",49 degrees,59 degrees,90 degrees,54 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,2,GEO-02,3,"In a triangle, if two angles measure 73 degrees and 57 degrees, what is the measure of the third angle?",90 degrees,55 degrees,50 degrees,45 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,3,GEO-03,1,"In a triangle, if two angles measure 76 degrees and 61 degrees, what is the measure of the third angle?",43 degrees,38 degrees,48 degrees,90 degrees,A,The sum of the interior angles of a triangle is 180 degrees.
Geometry,3,GEO-03,2,"In a triangle, if two angles measure 51 degrees and 45 degrees, what is the measure of the third angle?",89 degrees,90 degrees,79 degrees,84 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,3,GEO-03,3,"In a triangle, if two angles measure 53 degrees and 47 degrees, what is the measure of the third angle?",85 degrees,90 degrees,80 degrees,75 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,4,GEO-04,1,"In a triangle, if two angles measure 59 degrees and 75 degrees, what is the measure of the third angle?",51 degrees,46 degrees,90 degrees,41 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,4,GEO-04,2,"In a triangle, if two angles measure 36 degrees and 58 degrees, what is the measure of the third angle?",90 degrees,81 degrees,91 degrees,86 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,4,GEO-04,3,"In a triangle, if two angles measure 61 degrees and 38 degrees, what is the measure of the third angle?",76 degrees,81 degrees,86 degrees,90 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,5,GEO-05,1,"In a triangle, if two angles measure 53 degrees and 33 degrees, what is the measure of the third angle?",90 degrees,89 degrees,99 degrees,94 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,5,GEO-05,2,"In a triangle, if two angles measure 45 degrees and 47 degrees, what is the measure of the third angle?",93 degrees,90 degrees,88 degrees,83 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,5,GEO-05,3,"In a triangle, if two angles measure 54 degrees and 43 degrees, what is the measure of the third angle?",78 degrees,83 degrees,90 degrees,88 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,6,GEO-06,1,"In a triangle, if two angles measure 65 degrees and 76 degrees, what is the measure of the third angle?",90 degrees,39 degrees,34 degrees,44 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,6,GEO-06,2,"In a triangle, if two angles measure 64 degrees and 47 degrees, what is the measure of the third angle?",64 degrees,90 degrees,69 degrees,74 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,6,GEO-06,3,"In a triangle, if two angles measure 38 degrees and 69 degrees, what is the measure of the third angle?",68 degrees,78 degrees,73 degrees,90 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,7,GEO-07,1,"In a triangle, if two angles measure 63 degrees and 42 degrees, what is the measure of the third angle?",90 degrees,80 degrees,75 degrees,70 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,7,GEO-07,2,"In a triangle, if two angles measure 31 degrees and 70 degrees, what is the measure of the third angle?",84 degrees,79 degrees,74 degrees,90 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,7,GEO-07,3,"In a triangle, if two angles measure 58 degrees and 54 degrees, what is the measure of the third angle?",90 degrees,63 degrees,68 degrees,73 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,8,GEO-08,1,"In a triangle, if two angles measure 58 degrees and 75 degrees, what is the measure of the third angle?",52 degrees,90 degrees,42 degrees,47 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,8,GEO-08,2,"In a triangle, if two angles measure 68 degrees and 46 degrees, what is the measure of the third angle?",66 degrees,61 degrees,90 degrees,71 degrees,A,The sum of the interior angles of a triangle is 180 degrees.
Geometry,8,GEO-08,3,"In a triangle, if two angles measure 62 degrees and 68 degrees, what is the measure of the third angle?",90 degrees,55 degrees,50 degrees,45 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,9,GEO-09,1,"In a triangle, if two angles measure 53 degrees and 48 degrees, what is the measure of the third angle?",84 degrees,74 degrees,90 degrees,79 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,9,GEO-09,2,"In a triangle, if two angles measure 68 degrees and 57 degrees, what is the measure of the third angle?",50 degrees,90 degrees,60 degrees,55 degrees,D,The sum of the interior angles of a triangle is 180 degrees.
Geometry,9,GEO-09,3,"In a triangle, if two angles measure 55 degrees and 50 degrees, what is the measure of the third angle?",80 degrees,75 degrees,70 degrees,90 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,10,GEO-10,1,"In a triangle, if two angles measure 52 degrees and 31 degrees, what is the measure of the third angle?",102 degrees,97 degrees,92 degrees,90 degrees,B,The sum of the interior angles of a triangle is 180 degrees.
Geometry,10,GEO-10,2,"In a triangle, if two angles measure 65 degrees and 35 degrees, what is the measure of the third angle?",75 degrees,90 degrees,80 degrees,85 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,10,GEO-10,3,"In a triangle, if two angles measure 60 degrees and 69 degrees, what is the measure of the third angle?",90 degrees,46 degrees,51 degrees,56 degrees,C,The sum of the interior angles of a triangle is 180 degrees.
Geometry,11,GEO-11,1,A right triangle has legs of lengths 4 and 10. What is the length of the hypotenuse?,11,10,9,20,B,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,11,GEO-11,2,A right triangle has legs of lengths 4 and 3. What is the length of the hypotenuse?,10,5,4,6,B,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,11,GEO-11,3,A right triangle has legs of lengths 3 and 4. What is the length of the hypotenuse?,5,4,6,10,A,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,12,GEO-12,1,A right triangle has legs of lengths 5 and 4. What is the length of the hypotenuse?,7,6,12,5,B,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,12,GEO-12,2,A right triangle has legs of lengths 5 and 4. What is the length of the hypotenuse?,5,7,12,6,D,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,12,GEO-12,3,A right triangle has legs of lengths 4 and 3. What is the length of the hypotenuse?,10,5,6,4,B,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,13,GEO-13,1,A right triangle has legs of lengths 10 and 8. What is the length of the hypotenuse?,24,12,11,13,B,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,13,GEO-13,2,A right triangle has legs of lengths 3 and 6. What is the length of the hypotenuse?,12,5,7,6,D,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,13,GEO-13,3,A right triangle has legs of lengths 8 and 10. What is the length of the hypotenuse?,24,11,13,12,D,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,14,GEO-14,1,A right triangle has legs of lengths 3 and 10. What is the length of the hypotenuse?,11,9,20,10,D,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,14,GEO-14,2,A right triangle has legs of lengths 8 and 5. What is the length of the hypotenuse?,9,10,8,18,A,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,14,GEO-14,3,A right triangle has legs of lengths 8 and 6. What is the length of the hypotenuse?,10,11,9,20,A,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,15,GEO-15,1,A right triangle has legs of lengths 4 and 3. What is the length of the hypotenuse?,6,4,10,5,D,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,15,GEO-15,2,A right triangle has legs of lengths 7 and 3. What is the length of the hypotenuse?,8,14,7,6,C,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
Geometry,15,GEO-15,3,A right triangle has legs of lengths 10 and 10. What is the length of the hypotenuse?,14,15,13,28,A,"For a right triangle, the square of the hypotenuse equals the sum of the squares of the legs."
